Phase,Year_Month,R1-RF,R2-RF,R3-RF,R4-RF,R5-RF,CMA,CRD,EG,HML,IA,LIQ,ME,MOM,Mkt-RF,RMW,ROE,SMB
Depression,2001-03,-2.175308610297368,-2.175308610297368,-2.419511165708967,-2.7715174203708632,-3.1252570104898476,3.92,-0.4891916046584343,2.6585,6.42,3.7704,0.6023141355764094,2.962,8.55,-7.26,3.35,3.474,2.33
Depression,2001-04,7.5337777347186625,7.53377773471864,7.960634470011031,8.572724012450461,9.184079582510819,-3.2,9.528273011742773,-5.4515,-4.67,-3.754,11.433976652404066,-0.9199,-7.9,7.94,-3.06,0.0915,-0.86
Depression,2001-05,2.062064056742328,2.062064056742328,1.9818804915964086,1.8650244842372745,1.7460963714278501,1.91,-3.5989858248698936,-0.2513,3.36,2.3804,-4.861951925073149,4.3577,2.21,0.72,0.25,-2.5165,3.6
Depression,2001-06,-1.4425244823188164,-1.4425244823188164,-1.2089195859949584,-0.873725154632141,-0.538665157374105,-1.51,4.837075569895211,1.9723,-1.12,-1.7973,1.9945283343536069,6.711,0.38,-1.94,1.6,-0.806,6.57
Depression,2001-07,0.7930546995737922,0.7930546995737922,0.7931977020351535,0.7922506368266748,0.7899462401222193,3.07,1.0016911653210947,5.5121,5.21,1.3768,-2.995297195767521,-2.1452,5.58,-2.13,7.42,3.8735,-2.82
Depression,2001-08,-2.4788238895500534,-2.47882388955002,-2.7272077445755114,-3.0835660856933576,-3.439731837709271,6.57,-10.318577591598988,5.6455,2.31,5.641,-2.3765477120463396,2.3699,5.53,-6.46,4.05,4.3155,2.71
Depression,2001-09,7.935803330536131,8.535500056842595,9.199359394907427,10.041182690858333,10.795252596276509,3.21,-1.8455380670324928,5.7667,1.45,2.8644,-13.367239196455872,-4.9253,11.48,-9.25,4.99,9.192,-5.73
Depression,2006-08,4.665374160087208,4.52018877221083,4.5266085259259885,4.617867994952761,4.625052273680528,2.09,-0.6089754323606034,-0.1456,-2.06,1.9253,-1.2106699186767544,0.4347,-3.38,2.03,-1.86,-1.3348,0.44
Depression,2006-09,1.7461789370180496,1.9774942310578407,2.0811001072571935,2.1057256053112363,2.353825103202677,0.6,4.666691382462407,0.9507,0.08,0.9827,0.3820458805176674,-0.9696,-0.96,1.84,0.82,0.6311,-1.46
Depression,2006-10,4.393706610144931,4.947478833315321,5.362937629512631,5.745640543606311,6.1838283345245095,0.28,-0.6971067288906285,0.4435,-0.31,0.1978,2.5423736007323283,1.9782,-0.2,3.23,-0.12,-0.2983,1.98
Depression,2006-11,2.1294214247320236,2.037605137578023,1.9620576914710623,1.9000045089843303,1.851282065177016,-0.8,-1.5728373499556358,-0.8997,0.14,-1.5945,3.473617554794628,0.3878,-1.03,1.71,0.15,0.4951,0.71
Depression,2006-12,0.6172809530155424,0.7456729785062958,0.8853794896232173,1.0114584100277884,1.0418815145815112,2.06,-0.6686743278518592,-1.2249,2.73,1.8255,-3.3892977453246265,0.0007,0.79,0.87,-0.72,-0.5587,-0.81
Depression,2007-01,2.2212725744387334,2.377356479554589,2.4834680257350654,2.6879305092297483,2.888224978680283,0.38,-0.7862346269726816,0.0683,-0.68,0.6262,4.1255035328174205,-0.0989,0.24,1.4,0.25,0.0525,0.07
Depression,2007-02,-0.20051206245501352,0.025752984671603474,0.356132568359138,0.7941365730351116,1.241453144662688,-0.71,0.541576369667851,-0.0687,-0.14,-0.9689,1.9033407925494128,1.4242,-1.35,-1.96,-0.51,-0.7332,1.29
Depression,2007-03,1.035932632732514,1.4170674638711327,1.633220564249546,1.7631502247266144,1.7893740382335348,-0.65,-0.7419217173228576,-0.2037,-0.97,-1.1827,-1.548162675414233,-0.1752,2.56,0.68,0.64,0.4443,0.2
Depression,2007-04,2.9797326223997405,3.2918650246146,3.5670321585437663,3.9713967703359736,4.43786246822377,1.03,1.6210322978540417,1.1127,-1.45,0.8508,2.8630203254458975,-1.7361,-0.24,3.49,1.15,0.5382,-2.04
Depression,2007-05,2.914122283870534,3.3302012694988106,3.7683812397317986,4.2412891291589085,4.716681136127176,-1.36,0.4545280073766644,0.1331,-0.65,-2.3062,2.2236948821388047,-0.2466,-0.34,3.24,1.58,0.5284,0.4
Depression,2007-06,-1.4332287851188226,-1.1691160950915487,-0.7498956277135812,-0.260929563874179,0.3164411958254568,0.08,2.5114542810566576,-0.5925,-1.05,0.952,0.7169754742386347,0.5408,0.51,-1.96,0.53,1.213,0.74
Depression,2007-07,-4.672016912414567,-3.8566943447596476,-3.0948827170348188,-2.366341618972567,-1.4786883429388382,-1.13,3.396235868469178,0.0496,-3.71,-2.2506,0.1670866698648687,-3.0422,2.94,-3.73,0.2,1.5445,-2.99
Depression,2007-08,2.3834351891601306,3.087419926845512,3.5114696587876564,3.90064491190598,4.349771606002071,-0.53,1.1777305662284745,0.4943,-1.86,-1.32,-4.371687101643184,-0.816,0.1,0.92,-1.21,0.9285,-0.37
Depression,2007-09,1.7836303360805863,2.428639646741813,3.013551567112214,3.6085381245662833,4.125595020173853,-3.02,0.506735418876092,-0.4745,-2.21,-3.2001,-0.567136611156871,-2.4076,4.63,3.22,-0.52,1.6183,-2.44
Depression,2007-10,2.808044012785014,3.57278056296154,4.326260580080974,5.045952875476298,5.65378729884197,-0.09,-2.177335857215923,0.3453,-2.98,0.4574,-0.8705662414458581,0.3772,5.02,1.8,-0.3,1.2267,-0.08
Depression,2007-11,-3.6679022398311596,-3.1063615853339317,-2.624499066612089,-2.2396211205713707,-1.8989960358055378,-0.29,-1.8761589648077728,1.4361,-0.94,0.1771,-5.4756723554596824,-3.0164,0.99,-4.83,1.89,3.5961,-3.02
Depression,2007-12,-0.8481240524714515,-0.2416498808726817,0.3758366144709959,0.8291411288879815,1.1996232274322263,-1.05,2.1679415220841047,1.0642,-0.55,-0.6026,-0.6924653710560058,0.6429,6.63,-0.87,0.87,2.3146,0.15
Depression,2008-01,-5.031563849524512,-4.973224482484074,-4.970262657420911,-4.863052842026673,-4.7958204985323,2.14,1.2336621085246249,-0.8164,3.97,1.3985,4.9703186674839195,-0.7335,-7.75,-6.36,2.14,-0.335,-0.65
Depression,2008-02,-1.973294120367489,-1.6697749074427812,-1.1635269256493972,-0.6761448600725949,-0.41286550516744003,-0.93,2.784685212160709,1.36,-0.84,-1.508,0.2980417213626518,-0.8807,6.1,-3.09,0.88,1.8089,-0.66
Depression,2008-03,1.0220550859952473,1.166738026509976,1.3971118504762217,1.504814007888803,1.7327568458330314,0.5,0.5038216058156131,-0.0305,0.3,-0.3522,-1.527625244190145,0.577,4.27,-0.93,0.79,2.3694,0.56
Depression,2008-04,4.349410178689353,4.6549662630089,5.131970348934225,5.774742449232731,6.437096616699314,-2.47,-1.0074172253313862,3.3207,-0.94,-2.3209,4.294090471487899,-0.9301,-0.31,4.6,1.64,-0.8157,-1.2
Depression,2008-05,2.6239243993222217,3.044381764117612,3.3642041634101028,3.786704199622728,4.338633128041616,-0.06,2.121407317581614,0.0573,-1.43,-0.3475,1.9374841747445748,2.5275,3.31,1.86,0.93,-0.3489,3.02
Depression,2008-06,-8.676708843458988,-7.622143906550345,-6.68980204475705,-6.041368519619013,-5.456406129102483,-0.55,2.1589580804125763,1.042,-2.71,-0.1854,-5.335455909226416,1.8781,12.75,-8.44,4.96,6.3701,1.18
Depression,2008-07,4.221568860914876,4.595695465173782,4.81900357903316,5.288896890345068,5.639832860767085,1.08,4.887252281980881,-0.0866,5.42,1.8031,-3.4610267501584246,5.9925,-5.13,-0.77,-1.37,-0.0192,3.72
Depression,2008-08,2.9145236313924707,2.5246101414681057,2.138994252423706,1.6856725453107426,1.1885935847114473,0.84,2.995637471715495,2.0556,1.59,0.9417,1.7726078333154094,1.8626,-4.02,1.53,1.86,-0.9233,3.46
Depression,2008-09,-6.051419174321643,-5.937728094114964,-6.038857089748568,-6.344855497098074,-6.9370286510164245,1.78,2.7696144968046177,3.451,5.91,3.1609,-6.707161504863723,0.6623,0.28,-9.24,2.41,1.6471,0.25
Depression,2008-10,-14.749753350176706,-13.285024255112974,-12.320617149515865,-11.75944556056999,-11.34448237262806,2.05,5.115266816634878,6.7419,-2.3,1.0392,-9.933449293582374,-3.4778,7.85,-17.23,3.04,5.8889,-3.34
Depression,2008-11,-7.086274713742217,-5.419023836755403,-4.84609383813737,-4.844848982454423,-5.350001676161779,2.75,-0.2714838773752115,2.2205,-6.31,0.5016,-7.919584880715891,-5.2251,7.17,-7.86,4.53,3.5054,-3.89
Depression,2008-12,5.010626740422652,4.706503517562566,4.4388266724135095,4.69017470670805,5.066211005429722,-1.49,-2.7367887949033665,-0.7984,0.14,-2.3563,6.51490695563286,3.5804,-5.09,1.74,0.06,-0.6256,3.29
Depression,2009-01,-6.030319803119277,-4.385109952946841,-3.180056578317847,-2.3905722820410147,-1.7049918791829932,-1.17,1.1574720597037125,2.4443,-11.29,-0.9195,-8.671030069116469,-2.9404,-2.18,-8.12,0.18,-0.7397,-2.14
Depression,2009-02,-9.240796355988113,-7.522411352111636,-6.02297853143582,-4.780278446455444,-3.5439155862029845,-1.02,8.184603226500764,2.997,-6.95,-1.8632,1.791121929619921,-1.6061,4.41,-10.1,1.19,2.9127,-1.32
Depression,2009-03,16.71521195104697,17.380713266051437,17.606591963160856,17.835229840107214,18.073652521649738,-2.25,-0.0966111823593851,0.0621,3.47,-0.4563,4.930089574634411,0.958,-11.87,8.95,-2.52,-3.3319,0.67
Depression,2019-09,7.620740065945644,7.656227036324095,7.70667450810554,7.728658341845021,7.730665666771766,3.37,-4.001329417924415,-1.8618,6.75,2.9758,4.465356923006403,1.4364,-6.81,1.43,1.84,1.7112,0.27
Depression,2019-10,0.21241439472921467,0.4842467193388701,0.5915993129010301,0.661678113579849,0.7067091023232931,-0.96,2.5946033890132503,1.9432,-1.91,-0.6405,0.165384954427572,0.823,0.15,2.06,0.44,0.8396,0.26
Depression,2019-11,3.497687897645827,3.6447547664332314,3.8183241958048875,3.986149697683148,4.133795927964443,-1.24,2.9539830630280317,-0.6352,-2.02,-1.0307,2.5795322657792275,0.0017,-2.66,3.87,-1.59,-1.3054,0.44
Depression,2019-12,3.7562286917227916,3.80695351917842,3.8140567697319283,3.818020040345955,3.8199774043056256,1.24,-3.445893559892499,-0.7662,1.75,1.8016,3.832799349791527,1.3017,-1.77,2.77,0.01,-1.2858,0.97
Depression,2020-01,-5.739399068704657,-5.565666365293712,-5.47256626628734,-5.368159389681218,-5.279247394634004,-2.32,1.8507252837763664,2.4581,-6.25,-2.3964,-4.234252056596599,-4.7449,5.98,-0.11,-1.17,-0.4568,-4.38
Depression,2020-02,-10.536245431988945,-10.218986367860074,-9.966886415657774,-9.74255599302697,-9.510652063747184,-2.51,3.859617516692459,1.5515,-3.81,-2.2206,-1.3031814730258495,-1.3723,-0.4,-8.13,-1.47,-0.4626,0.04
Depression,2020-03,6.835776022148806,6.725478436297835,6.48338204412254,6.175893947552299,5.854553076518351,1.24,16.06458990646289,11.9071,-13.87,2.1202,-19.54733278585865,-8.4075,7.97,-13.39,-1.57,5.8395,-8.28
Depression,2020-04,16.554937670317837,19.984950170876825,23.514419782328623,27.10800653568508,30.712312174843092,-1.0,-6.186851292523842,-2.7459,-1.33,-0.1436,23.238283804658423,3.3984,-5.23,13.65,2.72,-1.9135,2.56
Depression,2022-07,7.645995512791917,8.790840229387689,9.773940172421428,10.737447172331796,11.697569774424146,-6.83,1.7021973393313017,2.3743,-4.05,-5.596,6.402287789231531,0.2844,-3.95,9.57,0.82,-2.0623,1.82
Depression,2022-08,-3.5628146362069444,-2.88999301987619,-2.3053936355575386,-1.743001619682115,-1.205633934914717,1.29,-3.693354583997732,-3.4257,0.29,2.7022,2.5906477810799577,1.4702,2.04,-3.77,-4.75,-2.6136,1.52
Depression,2022-09,-9.605705523941575,-9.310368955159651,-9.176602659218434,-9.088355511270017,-9.024959813910126,-0.8,3.814908831429986,1.6949,0.05,-0.3029,-3.2141301513915255,-1.7464,3.51,-9.35,-1.51,1.1599,-1.05
Depression,2022-10,10.84555297289271,11.743187431663534,12.484186722275888,13.213204883547554,13.924009495581432,6.64,-5.8514600983439085,-0.895,8.01,7.5208,2.2991357610518293,4.8084,3.96,7.83,3.34,5.1531,1.89
Depression,2022-11,6.405474176912075,7.097133488595654,7.595704273109506,8.019423319412313,8.398706797618484,3.18,1.0975056915033532,1.3382,1.38,2.1134,2.0307496239018397,-2.3135,-1.98,4.6,6.38,2.5263,-2.74
Depression,2022-12,-5.269701286426368,-5.09324104099638,-4.97419191956681,-4.901716921111701,-4.856453129593378,4.2,0.3282961388790806,-0.4092,1.37,3.9516,-4.271484103377466,0.3653,4.55,-6.41,0.25,-0.4662,-0.15
Depression,2023-01,8.523567128836557,9.054579559700421,9.496583428189803,9.919137582553079,10.347427108296598,-4.47,-0.2907408237413311,-2.0987,-4.01,-5.4623,9.011270382919756,4.7247,-16.01,6.65,-2.44,-4.2413,4.41
Depression,2023-02,-2.883905438029559,-2.2820580899378036,-1.8172506892560267,-1.3973653438095133,-1.0224540410050207,-1.33,4.9489113825012865,1.9794,-0.81,-1.3424,0.032992975268975,-0.1313,0.15,-2.58,1.01,2.9243,0.66
Depression,2023-03,-1.4617990566963508,-0.8759757738685711,-0.46888998588948205,-0.17429590195332045,0.06874304600777348,-2.37,7.328701274387361,6.312,-8.85,-3.2743,-4.078611836837453,-7.7886,-2.47,2.51,2.24,1.1849,-6.94
Depression,2023-04,-0.8621326247222613,-0.6289204284817992,-0.4682281422711706,-0.34213486924636294,-0.2225441548270698,2.86,0.5472324191541755,-0.5297,-0.04,3.0871,-1.457921634201098,-1.9674,1.62,0.61,2.42,-1.0976,-2.56
