Year_Month,Mkt-RF,SMB,HML,RMW,CMA,RF,MOM,ME,IA,ROE,EG,CRD,LIQ
2021-09,-4.37,1.12,5.08,-1.96,2.1,0.0,1.49,0.7796,3.2832,-1.7584,-4.6872,-4.428056713456741,3.749633690570065
2021-10,6.65,-2.7,-0.49,1.66,-1.45,0.0,3.19,-1.9889,-2.2802,3.3116,3.3914,4.545933721781359,-0.3345310689153224
2021-11,-1.55,-1.77,-0.45,7.2,1.73,0.0,0.88,-0.6214,-0.3591,8.3907,4.796,3.350531174189042,0.2750578619560295
2021-12,3.1,-0.8,3.26,4.91,4.4,0.01,-2.6,-0.5947,5.2655,3.7494,1.2502,-1.7553716285167664,-3.8135955899940233
2022-01,-6.25,-4.06,12.75,0.84,7.72,0.0,-2.6,-3.734,10.3845,0.7958,-3.3889,-9.097125798541516,-2.1399397975201073
2022-02,-2.29,2.92,3.08,-2.09,3.12,0.0,1.76,3.1876,3.6933,-2.3836,-4.2422,-4.105003916048455,5.138075038187173
2022-03,3.05,-2.17,-1.81,-1.53,3.14,0.01,3.01,-1.8472,3.2339,-0.112,-1.4303,-2.903085798806271,1.38533502799858
2022-04,-9.46,-0.39,6.17,3.52,5.89,0.01,4.87,0.8844,6.0285,4.6841,0.0161,-2.5204759747530225,-1.5326460995891522
2022-05,-0.34,-0.06,8.39,1.56,3.97,0.03,2.43,0.807,5.733,1.064,1.2622,-0.2906954902137437,-0.3237487248073489
2022-06,-8.43,1.3,-5.97,1.81,-4.69,0.06,0.75,0.6968,-5.6119,1.0063,1.4046,8.042156412039404,-9.853175655129595
2022-07,9.57,1.82,-4.05,0.82,-6.83,0.08,-3.95,0.2844,-5.596,-2.0623,2.3743,1.7021973393313017,6.402287789231531
2022-08,-3.77,1.52,0.29,-4.75,1.29,0.19,2.04,1.4702,2.7022,-2.6136,-3.4257,-3.693354583997732,2.5906477810799577
2022-09,-9.35,-1.05,0.05,-1.51,-0.8,0.19,3.51,-1.7464,-0.3029,1.1599,1.6949,3.814908831429986,-3.2141301513915255
2022-10,7.83,1.89,8.01,3.34,6.64,0.23,3.96,4.8084,7.5208,5.1531,-0.895,-5.8514600983439085,2.2991357610518293
2022-11,4.6,-2.74,1.38,6.38,3.18,0.29,-1.98,-2.3135,2.1134,2.5263,1.3382,1.0975056915033532,2.0307496239018397
2022-12,-6.41,-0.15,1.37,0.25,4.2,0.33,4.55,0.3653,3.9516,-0.4662,-0.4092,0.3282961388790806,-4.271484103377466
2023-01,6.65,4.41,-4.01,-2.44,-4.47,0.35,-16.01,4.7247,-5.4623,-4.2413,-2.0987,-0.2907408237413311,9.011270382919756
2023-02,-2.58,0.66,-0.81,1.01,-1.33,0.34,0.15,-0.1313,-1.3424,2.9243,1.9794,4.9489113825012865,0.032992975268975
2023-03,2.51,-6.94,-8.85,2.24,-2.37,0.36,-2.47,-7.7886,-3.2743,1.1849,6.312,7.328701274387361,-4.078611836837453
2023-04,0.61,-2.56,-0.04,2.42,2.86,0.35,1.62,-1.9674,3.0871,-1.0976,-0.5297,0.5472324191541755,-1.457921634201098
2023-05,0.35,-0.38,-7.72,-1.81,-7.22,0.36,-0.63,-1.7025,-6.9667,-1.1789,1.7062,5.1519145361490715,-1.8303466613505792
2023-06,6.46,1.34,-0.26,2.18,-1.62,0.4,-2.37,2.6905,-1.4515,4.2909,0.2824,-1.804451519425665,5.313059737122328
2023-07,3.21,2.86,4.11,-0.57,0.57,0.45,-3.98,1.4887,-0.5918,-0.6995,-1.0095,-1.377562172903235,3.4607698708253753
2023-08,-2.39,-3.65,-1.06,3.43,-2.37,0.45,3.77,-2.3035,-0.8323,5.1629,5.0538,3.701069126603529,-3.414224895711515
2023-09,-5.24,-1.8,1.52,1.86,-0.83,0.43,0.26,-0.1586,-0.5022,3.3765,3.0499,0.9355753544078472,-0.1569036013944535
2023-10,-3.19,-4.04,0.19,2.46,-0.66,0.47,1.73,-2.6272,-0.3951,5.771,4.6495,1.3323590548317998,-4.991168852676797
2023-11,8.84,-0.12,1.64,-3.91,-1.0,0.44,2.75,-0.7873,-2.2334,-3.8269,-3.2768,1.2266915475463325,2.4733164360813964
2023-12,4.85,7.32,4.94,-3.07,1.32,0.43,-5.56,5.4177,0.4286,-3.6554,-4.2574,-0.1549589799065498,4.867058786899037
