Year_Month,Mkt-RF,SMB,HML,RMW,CMA,RF,MOM
2018-03,   -2.35,    3.59,   -0.21,   -0.46,    0.01,    0.11,  -1.13
2018-04,    0.28,    0.93,    0.54,   -2.42,    1.30,    0.14,   0.36
2018-05,    2.65,    4.73,   -3.20,   -2.04,   -1.50,    0.14,   3.89
2018-06,    0.48,    0.80,   -2.34,    0.79,    0.24,    0.14,  -2.35
2018-07,    3.19,   -1.93,    0.47,    1.56,    0.35,    0.16,  -1.41
2018-08,    3.44,    0.64,   -3.94,   -0.31,   -2.70,    0.16,   5.29
2018-09,    0.06,   -2.48,   -1.70,    0.63,    1.29,    0.15,   0.04
2018-10,   -7.68,   -4.46,    3.40,    0.94,    3.59,    0.19,  -1.99
2018-11,    1.69,   -0.77,    0.30,   -0.55,    0.39,    0.18,  -1.37
2018-12,   -9.57,   -2.88,   -1.84,   -0.02,    0.21,    0.20,   2.11
2019-01,    8.40,    3.03,   -0.46,   -0.80,   -1.51,    0.21,  -8.68
2019-02,    3.40,    1.74,   -2.67,    0.12,   -1.59,    0.18,   0.86
2019-03,    1.10,   -3.51,   -4.17,    0.90,   -0.95,    0.19,   2.21
2019-04,    3.97,   -1.17,    2.15,    1.61,   -2.22,    0.21,  -2.97
2019-05,   -6.94,   -1.59,   -2.37,   -0.46,    1.77,    0.21,   7.56
2019-06,    6.93,    0.37,   -0.71,    0.90,   -0.44,    0.18,  -2.30
2019-07,    1.19,   -1.78,    0.48,   -0.08,    0.36,    0.19,   2.89
2019-08,   -2.58,   -3.24,   -4.78,    0.56,   -0.68,    0.16,   6.92
2019-09,    1.43,    0.27,    6.75,    1.84,    3.37,    0.18,  -6.81
2019-10,    2.06,    0.26,   -1.91,    0.44,   -0.96,    0.16,   0.15
2019-11,    3.87,    0.44,   -2.02,   -1.59,   -1.24,    0.12,  -2.66
2019-12,    2.77,    0.97,    1.75,    0.01,    1.24,    0.14,  -1.77
2020-01,   -0.11,   -4.38,   -6.25,   -1.17,   -2.32,    0.13,   5.98
2020-02,   -8.13,    0.04,   -3.81,   -1.47,   -2.51,    0.12,  -0.40
2020-03,  -13.39,   -8.28,  -13.87,   -1.57,    1.24,    0.13,   7.97
2020-04,   13.65,    2.56,   -1.33,    2.72,   -1.00,    0.00,  -5.23
2020-05,    5.58,    1.97,   -4.88,    0.95,   -3.26,    0.01,   0.43
2020-06,    2.46,    1.96,   -2.20,    0.09,    0.54,    0.01,  -0.73
2020-07,    5.77,   -3.20,   -1.41,    0.41,    1.02,    0.01,   7.61
2020-08,    7.63,   -0.89,   -2.97,    4.28,   -1.19,    0.01,   0.55
2020-09,   -3.63,    0.01,   -2.71,   -1.36,   -1.85,    0.01,   3.12
2020-10,   -2.10,    4.64,    4.25,   -0.83,   -0.78,    0.01,  -3.05
2020-11,   12.47,    7.11,    2.09,   -2.20,    1.40,    0.01, -12.43
2020-12,    4.63,    4.79,   -1.51,   -1.96,   -0.12,    0.01,  -2.32
2021-01,   -0.03,    6.94,    3.01,   -3.78,    4.94,    0.01,   4.50
2021-02,    2.78,    4.54,    7.15,    0.39,   -1.94,    0.00,  -7.89
2021-03,    3.08,   -0.88,    7.39,    6.36,    3.42,    0.00,  -6.14
2021-04,    4.93,   -3.16,   -0.95,    2.44,   -2.70,    0.00,   1.16
2021-05,    0.29,    1.22,    7.09,    2.45,    3.04,    0.00,   0.88
2021-06,    2.75,   -0.34,   -7.87,   -2.14,   -0.94,    0.00,   2.20
2021-07,    1.27,   -4.61,   -1.78,    5.46,   -0.52,    0.00,  -2.28
2021-08,    2.91,   -0.68,   -0.15,   -0.28,   -1.79,    0.00,   2.45
2021-09,   -4.37,    1.12,    5.08,   -1.96,    2.10,    0.00,   1.49
2021-10,    6.65,   -2.70,   -0.49,    1.66,   -1.45,    0.00,   3.19
2021-11,   -1.55,   -1.77,   -0.45,    7.20,    1.73,    0.00,   0.88
2021-12,    3.10,   -0.80,    3.26,    4.91,    4.40,    0.01,  -2.60
2022-01,   -6.25,   -4.06,   12.75,    0.84,    7.72,    0.00,  -2.60
2022-02,   -2.29,    2.92,    3.08,   -2.09,    3.12,    0.00,   1.76
2022-03,    3.05,   -2.17,   -1.81,   -1.53,    3.14,    0.01,   3.01
2022-04,   -9.46,   -0.39,    6.17,    3.52,    5.89,    0.01,   4.87
2022-05,   -0.34,   -0.06,    8.39,    1.56,    3.97,    0.03,   2.43
2022-06,   -8.43,    1.30,   -5.97,    1.81,   -4.69,    0.06,   0.75
2022-07,    9.57,    1.82,   -4.05,    0.82,   -6.83,    0.08,  -3.95
2022-08,   -3.77,    1.52,    0.29,   -4.75,    1.29,    0.19,   2.04
2022-09,   -9.35,   -1.05,    0.05,   -1.51,   -0.80,    0.19,   3.51
2022-10,    7.83,    1.89,    8.01,    3.34,    6.64,    0.23,   3.96
2022-11,    4.60,   -2.74,    1.38,    6.38,    3.18,    0.29,  -1.98
2022-12,   -6.41,   -0.15,    1.37,    0.25,    4.20,    0.33,   4.55
2023-01,    6.65,    4.41,   -4.01,   -2.44,   -4.47,    0.35, -16.01
2023-02,   -2.58,    0.66,   -0.81,    1.01,   -1.33,    0.34,   0.15
2023-03,    2.51,   -6.94,   -8.85,    2.24,   -2.37,    0.36,  -2.47
2023-04,    0.61,   -2.56,   -0.04,    2.42,    2.86,    0.35,   1.62
2023-05,    0.35,   -0.38,   -7.72,   -1.81,   -7.22,    0.36,  -0.63
2023-06,    6.46,    1.34,   -0.26,    2.18,   -1.62,    0.40,  -2.37
2023-07,    3.21,    2.86,    4.11,   -0.57,    0.57,    0.45,  -3.98
2023-08,   -2.39,   -3.65,   -1.06,    3.43,   -2.37,    0.45,   3.77
2023-09,   -5.24,   -1.80,    1.52,    1.86,   -0.83,    0.43,   0.26
2023-10,   -3.19,   -4.04,    0.19,    2.46,   -0.66,    0.47,   1.73
2023-11,    8.84,   -0.12,    1.64,   -3.91,   -1.00,    0.44,   2.75
2023-12,    4.85,    7.32,    4.94,   -3.07,    1.32,    0.43,  -5.56
